observed brix,observed polarity, temp,corrected brix,corrected pol,normal recovery
20,25,26,19.89,6.03,4.021
20,26,26,19.89,6.27,4.189
20,27,26,19.89,6.51,4.357
20,28,26,19.89,6.76,4.532
20,29,26,19.89,7.01,4.707
20,30,26,19.89,7.24,4.868
20,31,26,19.89,7.48,5.036
20,32,26,19.89,7.72,5.204
20,33,26,19.89,7.96,5.372
20,34,26,19.89,8.20,5.54
20,35,26,19.89,8.45,5.715
20,36,26,19.89,8.69,5.883
20,37,26,19.89,8.93,6.051
20,38,26,19.89,9.17,6.219
20,39,26,19.89,9.41,6.387
20,40,26,19.89,9.65,6.555
20,41,26,19.89,9.89,6.723
20,42,26,19.89,10.13,6.891
20,43,26,19.89,10.38,7.066
20,44,26,19.89,10.62,7.234
20,45,26,19.89,10.86,7.402
20,46,26,19.89,11.10,7.57
20,47,26,19.89,11.34,7.738
20,48,26,19.89,11.58,7.906
20,49,26,19.89,11.82,8.074
20,50,26,19.89,12.06,8.242
20,51,26,19.89,12.31,8.417
20,52,26,19.89,12.55,8.585
20,53,26,19.89,12.79,8.753
20,54,26,19.89,13.03,8.921
20,55,26,19.89,13.27,9.089
20,56,26,19.89,13.51,9.257
20,57,26,19.89,13.75,9.425
20,58,26,19.89,13.99,9.593
20,59,26,19.89,14.24,9.768
20,60,26,19.89,14.48,9.936
20,61,26,19.89,14.72,10.104
20,62,26,19.89,14.96,10.272
20,63,26,19.89,15.20,10.44
20,64,26,19.89,15.44,10.608
20,65,26,19.89,15.68,10.776
20,66,26,19.89,15.93,10.951
20,67,26,19.89,16.17,11.119
20,68,26,19.89,16.41,11.287
20,69,26,19.89,16.65,11.455
20,70,26,19.89,16.89,11.623
20,71,26,19.89,17.13,11.791
20,72,26,19.89,17.37,11.959
20,73,26,19.89,17.61,12.127
20,74,26,19.89,17.86,12.302
20,75,26,19.89,18.10,12.47
20,76,26,19.89,18.33,12.6338
20,77,26,19.89,18.59,12.813
20,78,26,19.89,18.82,12.974
20,79,26,19.89,19.04,13.128
20,80,26,19.89,19.30,13.31
20,81,26,19.89,19.50,13.45
20,82,26,19.89,19.79,13.653
20,83,26,19.89,20.00,13.8
20,10,27,19.96,2.41,1.487
20,11,27,19.96,2.64,1.648
20,12,27,19.96,2.89,1.823
20,13,27,19.96,3.13,1.991
20,14,27,19.96,3.37,2.159
20,15,27,19.96,3.61,2.327
20,16,27,19.96,3.85,2.495
20,17,27,19.96,4.09,2.663
20,18,27,19.96,4.33,2.831
20,19,27,19.96,4.57,2.999
20,20,27,19.96,4.81,3.167
20,21,27,19.96,5.05,3.335
20,22,27,19.96,5.28,3.496
20,23,27,19.96,5.53,3.671
20,24,27,19.96,5.77,3.839
20,25,27,19.96,6.03,4.021
20,26,27,19.96,6.27,4.189
20,27,27,19.96,6.51,4.357
20,28,27,19.96,6.76,4.532
20,29,27,19.96,7.01,4.707
20,30,27,19.96,7.24,4.868
20,31,27,19.96,7.48,5.036
20,32,27,19.96,7.72,5.204
20,33,27,19.96,7.96,5.372
20,34,27,19.96,8.20,5.54
20,35,27,19.96,8.45,5.715
20,36,27,19.96,8.69,5.883
20,37,27,19.96,8.93,6.051
20,38,27,19.96,9.17,6.219
20,39,27,19.96,9.41,6.387
20,40,27,19.96,9.65,6.555
20,41,27,19.96,9.89,6.723
20,42,27,19.96,10.13,6.891
20,43,27,19.96,10.38,7.066
20,44,27,19.96,10.62,7.234
20,45,27,19.96,10.86,7.402
20,46,27,19.96,11.10,7.57
20,47,27,19.96,11.34,7.738
20,48,27,19.96,11.58,7.906
20,49,27,19.96,11.82,8.074
20,50,27,19.96,12.06,8.242
20,51,27,19.96,12.31,8.417
20,52,27,19.96,12.55,8.585
20,53,27,19.96,12.79,8.753
20,54,27,19.96,13.03,8.921
20,55,27,19.96,13.27,9.089
20,56,27,19.96,13.51,9.257
20,57,27,19.96,13.75,9.425
20,58,27,19.96,13.99,9.593
20,59,27,19.96,14.24,9.768
20,60,27,19.96,14.48,9.936
20,61,27,19.96,14.72,10.104
20,62,27,19.96,14.96,10.272
20,63,27,19.96,15.20,10.44
20,64,27,19.96,15.44,10.608
20,65,27,19.96,15.68,10.776
20,66,27,19.96,15.93,10.951
20,67,27,19.96,16.17,11.119
20,68,27,19.96,16.41,11.287
20,69,27,19.96,16.65,11.455
20,70,27,19.96,16.89,11.623
20,71,27,19.96,17.13,11.791
20,72,27,19.96,17.37,11.959
20,73,27,19.96,17.61,12.127
20,74,27,19.96,17.86,12.302
20,75,27,19.96,18.10,12.47
20,76,27,19.96,18.33,12.6338
20,77,27,19.96,18.59,12.813
20,78,27,19.96,18.82,12.974
20,79,27,19.96,19.04,13.128
20,80,27,19.96,19.30,13.31
20,81,27,19.96,19.50,13.45
20,82,27,19.96,19.79,13.653
20,83,27,19.96,20.00,13.8
20,10,28,20.04,2.41,1.487
20,11,28,20.04,2.64,1.648
20,12,28,20.04,2.89,1.823
20,13,28,20.04,3.13,1.991
20,14,28,20.04,3.37,2.159
20,15,28,20.04,3.61,2.327
20,16,28,20.04,3.85,2.495
20,17,28,20.04,4.09,2.663
20,18,28,20.04,4.33,2.831
20,19,28,20.04,4.57,2.999
20,20,28,20.04,4.81,3.167
20,21,28,20.04,5.05,3.335
20,22,28,20.04,5.28,3.496
20,23,28,20.04,5.53,3.671
20,24,28,20.04,5.77,3.839
20,25,28,20.04,6.03,4.021
20,26,28,20.04,6.27,4.189
20,27,28,20.04,6.51,4.357
20,28,28,20.04,6.76,4.532
20,29,28,20.04,7.01,4.707
20,30,28,20.04,7.24,4.868
20,31,28,20.04,7.48,5.036
20,32,28,20.04,7.72,5.204
20,33,28,20.04,7.96,5.372
20,34,28,20.04,8.20,5.54
20,35,28,20.04,8.45,5.715
20,36,28,20.04,8.69,5.883
20,37,28,20.04,8.93,6.051
20,38,28,20.04,9.17,6.219
20,39,28,20.04,9.41,6.387
20,40,28,20.04,9.65,6.555
20,41,28,20.04,9.89,6.723
20,42,28,20.04,10.13,6.891
20,43,28,20.04,10.38,7.066
20,44,28,20.04,10.62,7.234
20,45,28,20.04,10.86,7.402
20,46,28,20.04,11.10,7.57
20,47,28,20.04,11.34,7.738
20,48,28,20.04,11.58,7.906
20,49,28,20.04,11.82,8.074
20,50,28,20.04,12.06,8.242
20,51,28,20.04,12.31,8.417
20,52,28,20.04,12.55,8.585
20,53,28,20.04,12.79,8.753
20,54,28,20.04,13.03,8.921
20,55,28,20.04,13.27,9.089
20,56,28,20.04,13.51,9.257
20,57,28,20.04,13.75,9.425
20,58,28,20.04,13.99,9.593
20,59,28,20.04,14.24,9.768
20,60,28,20.04,14.48,9.936
20,61,28,20.04,14.72,10.104
20,62,28,20.04,14.96,10.272
20,63,28,20.04,15.20,10.44
20,64,28,20.04,15.44,10.608
20,65,28,20.04,15.68,10.776
20,66,28,20.04,15.93,10.951
20,67,28,20.04,16.17,11.119
20,68,28,20.04,16.41,11.287
20,69,28,20.04,16.65,11.455
20,70,28,20.04,16.89,11.623
20,71,28,20.04,17.13,11.791
20,72,28,20.04,17.37,11.959
20,73,28,20.04,17.61,12.127
20,74,28,20.04,17.86,12.302
20,75,28,20.04,18.10,12.47
20,76,28,20.04,18.33,12.6338
20,77,28,20.04,18.59,12.813
20,78,28,20.04,18.82,12.974
20,79,28,20.04,19.04,13.128
20,80,28,20.04,19.30,13.31
20,81,28,20.04,19.50,13.45
20,82,28,20.04,19.79,13.653
20,83,28,20.04,20.00,13.8
20,10,29,20.11,2.41,1.487
20,11,29,20.11,2.64,1.648
20,12,29,20.11,2.89,1.823
20,13,29,20.11,3.13,1.991
20,14,29,20.11,3.37,2.159
20,15,29,20.11,3.61,2.327
20,16,29,20.11,3.85,2.495
20,17,29,20.11,4.09,2.663
20,18,29,20.11,4.33,2.831
20,19,29,20.11,4.57,2.999
20,20,29,20.11,4.81,3.167
20,21,29,20.11,5.05,3.335
20,22,29,20.11,5.28,3.496
20,23,29,20.11,5.53,3.671
20,24,29,20.11,5.77,3.839
20,25,29,20.11,6.03,4.021
20,26,29,20.11,6.27,4.189
20,27,29,20.11,6.51,4.357
20,28,29,20.11,6.76,4.532
20,29,29,20.11,7.01,4.707
20,30,29,20.11,7.24,4.868
20,31,29,20.11,7.48,5.036
20,32,29,20.11,7.72,5.204
20,33,29,20.11,7.96,5.372
20,34,29,20.11,8.20,5.54
20,35,29,20.11,8.45,5.715
20,36,29,20.11,8.69,5.883
20,37,29,20.11,8.93,6.051
20,38,29,20.11,9.17,6.219
20,39,29,20.11,9.41,6.387
20,40,29,20.11,9.65,6.555
20,41,29,20.11,9.89,6.723
20,42,29,20.11,10.13,6.891
20,43,29,20.11,10.38,7.066
20,44,29,20.11,10.62,7.234
20,45,29,20.11,10.86,7.402
20,46,29,20.11,11.10,7.57
20,47,29,20.11,11.34,7.738
20,48,29,20.11,11.58,7.906
20,49,29,20.11,11.82,8.074
20,50,29,20.11,12.06,8.242
20,51,29,20.11,12.31,8.417
20,52,29,20.11,12.55,8.585
20,53,29,20.11,12.79,8.753
20,54,29,20.11,13.03,8.921
20,55,29,20.11,13.27,9.089
20,56,29,20.11,13.51,9.257
20,57,29,20.11,13.75,9.425
20,58,29,20.11,13.99,9.593
20,59,29,20.11,14.24,9.768
20,60,29,20.11,14.48,9.936
20,61,29,20.11,14.72,10.104
20,62,29,20.11,14.96,10.272
20,63,29,20.11,15.20,10.44
20,64,29,20.11,15.44,10.608
20,65,29,20.11,15.68,10.776
20,66,29,20.11,15.93,10.951
20,67,29,20.11,16.17,11.119
20,68,29,20.11,16.41,11.287
20,69,29,20.11,16.65,11.455
20,70,29,20.11,16.89,11.623
20,71,29,20.11,17.13,11.791
20,72,29,20.11,17.37,11.959
20,73,29,20.11,17.61,12.127
20,74,29,20.11,17.86,12.302
20,75,29,20.11,18.10,12.47
20,76,29,20.11,18.33,12.6338
20,77,29,20.11,18.59,12.813
20,78,29,20.11,18.82,12.974
20,79,29,20.11,19.04,13.128
20,80,29,20.11,19.30,13.31
20,81,29,20.11,19.50,13.45
20,82,29,20.11,19.79,13.653
20,83,29,20.11,20.00,13.8
20,10,30,20.18,2.41,1.487
20,11,30,20.18,2.64,1.648
20,12,30,20.18,2.89,1.823
20,13,30,20.18,3.13,1.991
20,14,30,20.18,3.37,2.159
20,15,30,20.18,3.61,2.327
20,16,30,20.18,3.85,2.495
20,17,30,20.18,4.09,2.663
20,18,30,20.18,4.33,2.831
20,19,30,20.18,4.57,2.999
20,20,30,20.18,4.81,3.167
20,21,30,20.18,5.05,3.335
20,22,30,20.18,5.28,3.496
20,23,30,20.18,5.53,3.671
20,24,30,20.18,5.77,3.839
20,25,30,20.18,6.03,4.021
20,26,30,20.18,6.27,4.189
20,27,30,20.18,6.51,4.357
20,28,30,20.18,6.76,4.532
20,29,30,20.18,7.01,4.707
20,30,30,20.18,7.24,4.868
20,31,30,20.18,7.48,5.036
20,32,30,20.18,7.72,5.204
20,33,30,20.18,7.96,5.372
20,34,30,20.18,8.20,5.54
20,35,30,20.18,8.45,5.715
20,36,30,20.18,8.69,5.883
20,37,30,20.18,8.93,6.051
20,38,30,20.18,9.17,6.219
20,39,30,20.18,9.41,6.387
20,40,30,20.18,9.65,6.555
20,41,30,20.18,9.89,6.723
20,42,30,20.18,10.13,6.891
20,43,30,20.18,10.38,7.066
20,44,30,20.18,10.62,7.234
20,45,30,20.18,10.86,7.402
20,46,30,20.18,11.10,7.57
20,47,30,20.18,11.34,7.738
20,48,30,20.18,11.58,7.906
20,49,30,20.18,11.82,8.074
20,50,30,20.18,12.06,8.242
20,51,30,20.18,12.31,8.417
20,52,30,20.18,12.55,8.585
20,53,30,20.18,12.79,8.753
20,54,30,20.18,13.03,8.921
20,55,30,20.18,13.27,9.089
20,56,30,20.18,13.51,9.257
20,57,30,20.18,13.75,9.425
20,58,30,20.18,13.99,9.593
20,59,30,20.18,14.24,9.768
20,60,30,20.18,14.48,9.936
20,61,30,20.18,14.72,10.104
20,62,30,20.18,14.96,10.272
20,63,30,20.18,15.20,10.44
20,64,30,20.18,15.44,10.608
20,65,30,20.18,15.68,10.776
20,66,30,20.18,15.93,10.951
20,67,30,20.18,16.17,11.119
20,68,30,20.18,16.41,11.287
20,69,30,20.18,16.65,11.455
20,70,30,20.18,16.89,11.623
20,71,30,20.18,17.13,11.791
20,72,30,20.18,17.37,11.959
20,73,30,20.18,17.61,12.127
20,74,30,20.18,17.86,12.302
20,75,30,20.18,18.10,12.47
20,76,30,20.18,18.33,12.6338
20,77,30,20.18,18.59,12.813
20,78,30,20.18,18.82,12.974
20,79,30,20.18,19.04,13.128
20,80,30,20.18,19.30,13.31
20,81,30,20.18,19.50,13.45
20,82,30,20.18,19.79,13.653
20,83,30,20.18,20.00,13.8
20,10,31,20.26,2.41,1.487
20,11,31,20.26,2.64,1.648
20,12,31,20.26,2.89,1.823
20,13,31,20.26,3.13,1.991
20,14,31,20.26,3.37,2.159
20,15,31,20.26,3.61,2.327
20,16,31,20.26,3.85,2.495
20,17,31,20.26,4.09,2.663
20,18,31,20.26,4.33,2.831
20,19,31,20.26,4.57,2.999
20,20,31,20.26,4.81,3.167
20,21,31,20.26,5.05,3.335
20,22,31,20.26,5.28,3.496
20,23,31,20.26,5.53,3.671
20,24,31,20.26,5.77,3.839
20,25,31,20.26,6.03,4.021
20,26,31,20.26,6.27,4.189
20,27,31,20.26,6.51,4.357
20,28,31,20.26,6.76,4.532
20,29,31,20.26,7.01,4.707
20,30,31,20.26,7.24,4.868
20,31,31,20.26,7.48,5.036
20,32,31,20.26,7.72,5.204
20,33,31,20.26,7.96,5.372
20,34,31,20.26,8.20,5.54
20,35,31,20.26,8.45,5.715
20,36,31,20.26,8.69,5.883
20,37,31,20.26,8.93,6.051
20,38,31,20.26,9.17,6.219
20,39,31,20.26,9.41,6.387
20,40,31,20.26,9.65,6.555
20,41,31,20.26,9.89,6.723
20,42,31,20.26,10.13,6.891
20,43,31,20.26,10.38,7.066
20,44,31,20.26,10.62,7.234
20,45,31,20.26,10.86,7.402
20,46,31,20.26,11.10,7.57
20,47,31,20.26,11.34,7.738
20,48,31,20.26,11.58,7.906
20,49,31,20.26,11.82,8.074
20,50,31,20.26,12.06,8.242
20,51,31,20.26,12.31,8.417
20,52,31,20.26,12.55,8.585
20,53,31,20.26,12.79,8.753
20,54,31,20.26,13.03,8.921
20,55,31,20.26,13.27,9.089
20,56,31,20.26,13.51,9.257
20,57,31,20.26,13.75,9.425
20,58,31,20.26,13.99,9.593
20,59,31,20.26,14.24,9.768
20,60,31,20.26,14.48,9.936
20,61,31,20.26,14.72,10.104
20,62,31,20.26,14.96,10.272
20,63,31,20.26,15.20,10.44
20,64,31,20.26,15.44,10.608
20,65,31,20.26,15.68,10.776
20,66,31,20.26,15.93,10.951
20,67,31,20.26,16.17,11.119
20,68,31,20.26,16.41,11.287
20,69,31,20.26,16.65,11.455
20,70,31,20.26,16.89,11.623
20,71,31,20.26,17.13,11.791
20,72,31,20.26,17.37,11.959
20,73,31,20.26,17.61,12.127
20,74,31,20.26,17.86,12.302
20,75,31,20.26,18.10,12.47
20,76,31,20.26,18.33,12.6338
20,77,31,20.26,18.59,12.813
20,78,31,20.26,18.82,12.974
20,79,31,20.26,19.04,13.128
20,80,31,20.26,19.30,13.31
20,81,31,20.26,19.50,13.45
20,82,31,20.26,19.79,13.653
20,83,31,20.26,20.00,13.8
20,10,32,20.34,2.41,1.487
20,11,32,20.34,2.64,1.648
20,12,32,20.34,2.89,1.823
20,13,32,20.34,3.13,1.991
20,14,32,20.34,3.37,2.159
20,15,32,20.34,3.61,2.327
20,16,32,20.34,3.85,2.495
20,17,32,20.34,4.09,2.663
20,18,32,20.34,4.33,2.831
20,19,32,20.34,4.57,2.999
20,20,32,20.34,4.81,3.167
20,21,32,20.34,5.05,3.335
20,22,32,20.34,5.28,3.496
20,23,32,20.34,5.53,3.671
20,24,32,20.34,5.77,3.839
20,25,32,20.34,6.03,4.021
20,26,32,20.34,6.27,4.189
20,27,32,20.34,6.51,4.357
20,28,32,20.34,6.76,4.532
20,29,32,20.34,7.01,4.707
20,30,32,20.34,7.24,4.868
20,31,32,20.34,7.48,5.036
20,32,32,20.34,7.72,5.204
20,33,32,20.34,7.96,5.372
20,34,32,20.34,8.20,5.54
20,35,32,20.34,8.45,5.715
20,36,32,20.34,8.69,5.883
20,37,32,20.34,8.93,6.051
20,38,32,20.34,9.17,6.219
20,39,32,20.34,9.41,6.387
20,40,32,20.34,9.65,6.555
20,41,32,20.34,9.89,6.723
20,42,32,20.34,10.13,6.891
20,43,32,20.34,10.38,7.066
20,44,32,20.34,10.62,7.234
20,45,32,20.34,10.86,7.402
20,46,32,20.34,11.10,7.57
20,47,32,20.34,11.34,7.738
20,48,32,20.34,11.58,7.906
20,49,32,20.34,11.82,8.074
20,50,32,20.34,12.06,8.242
20,51,32,20.34,12.31,8.417
20,52,32,20.34,12.55,8.585
20,53,32,20.34,12.79,8.753
20,54,32,20.34,13.03,8.921
20,55,32,20.34,13.27,9.089
20,56,32,20.34,13.51,9.257
20,57,32,20.34,13.75,9.425
20,58,32,20.34,13.99,9.593
20,59,32,20.34,14.24,9.768
20,60,32,20.34,14.48,9.936
20,61,32,20.34,14.72,10.104
20,62,32,20.34,14.96,10.272
20,63,32,20.34,15.20,10.44
20,64,32,20.34,15.44,10.608
20,65,32,20.34,15.68,10.776
20,66,32,20.34,15.93,10.951
20,67,32,20.34,16.17,11.119
20,68,32,20.34,16.41,11.287
20,69,32,20.34,16.65,11.455
20,70,32,20.34,16.89,11.623
20,71,32,20.34,17.13,11.791
20,72,32,20.34,17.37,11.959
20,73,32,20.34,17.61,12.127
20,74,32,20.34,17.86,12.302
20,75,32,20.34,18.10,12.47
20,76,32,20.34,18.33,12.6338
20,77,32,20.34,18.59,12.813
20,78,32,20.34,18.82,12.974
20,79,32,20.34,19.04,13.128
20,80,32,20.34,19.30,13.31
20,81,32,20.34,19.50,13.45
20,82,32,20.34,19.79,13.653
20,83,32,20.34,20.00,13.8
20,10,33,20.42,2.41,1.487
20,11,33,20.42,2.64,1.648
20,12,33,20.42,2.89,1.823
20,13,33,20.42,3.13,1.991
20,14,33,20.42,3.37,2.159
20,15,33,20.42,3.61,2.327
20,16,33,20.42,3.85,2.495
20,17,33,20.42,4.09,2.663
20,18,33,20.42,4.33,2.831
20,19,33,20.42,4.57,2.999
20,20,33,20.42,4.81,3.167
20,21,33,20.42,5.05,3.335
20,22,33,20.42,5.28,3.496
20,23,33,20.42,5.53,3.671
20,24,33,20.42,5.77,3.839
20,25,33,20.42,6.03,4.021
20,26,33,20.42,6.27,4.189
20,27,33,20.42,6.51,4.357
20,28,33,20.42,6.76,4.532
20,29,33,20.42,7.01,4.707
20,30,33,20.42,7.24,4.868
20,31,33,20.42,7.48,5.036
20,32,33,20.42,7.72,5.204
20,33,33,20.42,7.96,5.372
20,34,33,20.42,8.20,5.54
20,35,33,20.42,8.45,5.715
20,36,33,20.42,8.69,5.883
20,37,33,20.42,8.93,6.051
20,38,33,20.42,9.17,6.219
20,39,33,20.42,9.41,6.387
20,40,33,20.42,9.65,6.555
20,41,33,20.42,9.89,6.723
20,42,33,20.42,10.13,6.891
20,43,33,20.42,10.38,7.066
20,44,33,20.42,10.62,7.234
20,45,33,20.42,10.86,7.402
20,46,33,20.42,11.10,7.57
20,47,33,20.42,11.34,7.738
20,48,33,20.42,11.58,7.906
20,49,33,20.42,11.82,8.074
20,50,33,20.42,12.06,8.242
20,51,33,20.42,12.31,8.417
20,52,33,20.42,12.55,8.585
20,53,33,20.42,12.79,8.753
20,54,33,20.42,13.03,8.921
20,55,33,20.42,13.27,9.089
20,56,33,20.42,13.51,9.257
20,57,33,20.42,13.75,9.425
20,58,33,20.42,13.99,9.593
20,59,33,20.42,14.24,9.768
20,60,33,20.42,14.48,9.936
20,61,33,20.42,14.72,10.104
20,62,33,20.42,14.96,10.272
20,63,33,20.42,15.20,10.44
20,64,33,20.42,15.44,10.608
20,65,33,20.42,15.68,10.776
20,66,33,20.42,15.93,10.951
20,67,33,20.42,16.17,11.119
20,68,33,20.42,16.41,11.287
20,69,33,20.42,16.65,11.455
20,70,33,20.42,16.89,11.623
20,71,33,20.42,17.13,11.791
20,72,33,20.42,17.37,11.959
20,73,33,20.42,17.61,12.127
20,74,33,20.42,17.86,12.302
20,75,33,20.42,18.10,12.47
20,76,33,20.42,18.33,12.6338
20,77,33,20.42,18.59,12.813
20,78,33,20.42,18.82,12.974
20,79,33,20.42,19.04,13.128
20,80,33,20.42,19.30,13.31
20,81,33,20.42,19.50,13.45
20,82,33,20.42,19.79,13.653
20,83,33,20.42,20.00,13.8
20,10,34,20.5,2.41,1.487
20,11,34,20.5,2.64,1.648
20,12,34,20.5,2.89,1.823
20,13,34,20.5,3.13,1.991
20,14,34,20.5,3.37,2.159
20,15,34,20.5,3.61,2.327
20,16,34,20.5,3.85,2.495
20,17,34,20.5,4.09,2.663
20,18,34,20.5,4.33,2.831
20,19,34,20.5,4.57,2.999
20,20,34,20.5,4.81,3.167
20,21,34,20.5,5.05,3.335
20,22,34,20.5,5.28,3.496
20,23,34,20.5,5.53,3.671
20,24,34,20.5,5.77,3.839
20,25,34,20.5,6.03,4.021
20,26,34,20.5,6.27,4.189
20,27,34,20.5,6.51,4.357
20,28,34,20.5,6.76,4.532
20,29,34,20.5,7.01,4.707
20,30,34,20.5,7.24,4.868
20,31,34,20.5,7.48,5.036
20,32,34,20.5,7.72,5.204
20,33,34,20.5,7.96,5.372
20,34,34,20.5,8.20,5.54
20,35,34,20.5,8.45,5.715
20,36,34,20.5,8.69,5.883
20,37,34,20.5,8.93,6.051
20,38,34,20.5,9.17,6.219
20,39,34,20.5,9.41,6.387
20,40,34,20.5,9.65,6.555
20,41,34,20.5,9.89,6.723
20,42,34,20.5,10.13,6.891
20,43,34,20.5,10.38,7.066
20,44,34,20.5,10.62,7.234
20,45,34,20.5,10.86,7.402
20,46,34,20.5,11.10,7.57
20,47,34,20.5,11.34,7.738
20,48,34,20.5,11.58,7.906
20,49,34,20.5,11.82,8.074
20,50,34,20.5,12.06,8.242
20,51,34,20.5,12.31,8.417
20,52,34,20.5,12.55,8.585
20,53,34,20.5,12.79,8.753
20,54,34,20.5,13.03,8.921
20,55,34,20.5,13.27,9.089
20,56,34,20.5,13.51,9.257
20,57,34,20.5,13.75,9.425
20,58,34,20.5,13.99,9.593
20,59,34,20.5,14.24,9.768
20,60,34,20.5,14.48,9.936
20,61,34,20.5,14.72,10.104
20,62,34,20.5,14.96,10.272
20,63,34,20.5,15.20,10.44
20,64,34,20.5,15.44,10.608
20,65,34,20.5,15.68,10.776
20,66,34,20.5,15.93,10.951
20,67,34,20.5,16.17,11.119
20,68,34,20.5,16.41,11.287
20,69,34,20.5,16.65,11.455
20,70,34,20.5,16.89,11.623
20,71,34,20.5,17.13,11.791
20,72,34,20.5,17.37,11.959
20,73,34,20.5,17.61,12.127
20,74,34,20.5,17.86,12.302
20,75,34,20.5,18.10,12.47
20,76,34,20.5,18.33,12.6338
20,77,34,20.5,18.59,12.813
20,78,34,20.5,18.82,12.974
20,79,34,20.5,19.04,13.128
20,80,34,20.5,19.30,13.31
20,81,34,20.5,19.50,13.45
20,82,34,20.5,19.79,13.653
20,83,34,20.5,20.00,13.8
20,10,35,20.59,2.41,1.487
20,11,35,20.59,2.64,1.648
20,12,35,20.59,2.89,1.823
20,13,35,20.59,3.13,1.991
20,14,35,20.59,3.37,2.159
20,15,35,20.59,3.61,2.327
20,16,35,20.59,3.85,2.495
20,17,35,20.59,4.09,2.663
20,18,35,20.59,4.33,2.831
20,19,35,20.59,4.57,2.999
20,20,35,20.59,4.81,3.167
20,21,35,20.59,5.05,3.335
20,22,35,20.59,5.28,3.496
20,23,35,20.59,5.53,3.671
20,24,35,20.59,5.77,3.839
20,25,35,20.59,6.03,4.021
20,26,35,20.59,6.27,4.189
20,27,35,20.59,6.51,4.357
20,28,35,20.59,6.76,4.532
20,29,35,20.59,7.01,4.707
20,30,35,20.59,7.24,4.868
20,31,35,20.59,7.48,5.036
20,32,35,20.59,7.72,5.204
20,33,35,20.59,7.96,5.372
20,34,35,20.59,8.20,5.54
20,35,35,20.59,8.45,5.715
20,36,35,20.59,8.69,5.883
20,37,35,20.59,8.93,6.051
20,38,35,20.59,9.17,6.219
20,39,35,20.59,9.41,6.387
20,40,35,20.59,9.65,6.555
20,41,35,20.59,9.89,6.723
20,42,35,20.59,10.13,6.891
20,43,35,20.59,10.38,7.066
20,44,35,20.59,10.62,7.234
20,45,35,20.59,10.86,7.402
20,46,35,20.59,11.10,7.57
20,47,35,20.59,11.34,7.738
20,48,35,20.59,11.58,7.906
20,49,35,20.59,11.82,8.074
20,50,35,20.59,12.06,8.242
20,51,35,20.59,12.31,8.417
20,52,35,20.59,12.55,8.585
20,53,35,20.59,12.79,8.753
20,54,35,20.59,13.03,8.921
20,55,35,20.59,13.27,9.089
20,56,35,20.59,13.51,9.257
20,57,35,20.59,13.75,9.425
20,58,35,20.59,13.99,9.593
20,59,35,20.59,14.24,9.768
20,60,35,20.59,14.48,9.936
20,61,35,20.59,14.72,10.104
20,62,35,20.59,14.96,10.272
20,63,35,20.59,15.20,10.44
20,64,35,20.59,15.44,10.608
20,65,35,20.59,15.68,10.776
20,66,35,20.59,15.93,10.951
20,67,35,20.59,16.17,11.119
20,68,35,20.59,16.41,11.287
20,69,35,20.59,16.65,11.455
20,70,35,20.59,16.89,11.623
20,71,35,20.59,17.13,11.791
20,72,35,20.59,17.37,11.959
20,73,35,20.59,17.61,12.127
20,74,35,20.59,17.86,12.302
20,75,35,20.59,18.10,12.47
20,76,35,20.59,18.33,12.6338
20,77,35,20.59,18.59,12.813
20,78,35,20.59,18.82,12.974
20,79,35,20.59,19.04,13.128
20,80,35,20.59,19.30,13.31
20,81,35,20.59,19.50,13.45
20,82,35,20.59,19.79,13.653
20,83,35,20.59,20.00,13.8
20,10,36,20.68,2.41,1.487
20,11,36,20.68,2.64,1.648
20,12,36,20.68,2.89,1.823
20,13,36,20.68,3.13,1.991
20,14,36,20.68,3.37,2.159
20,15,36,20.68,3.61,2.327
20,16,36,20.68,3.85,2.495
20,17,36,20.68,4.09,2.663
20,18,36,20.68,4.33,2.831
20,19,36,20.68,4.57,2.999
20,20,36,20.68,4.81,3.167
20,21,36,20.68,5.05,3.335
20,22,36,20.68,5.28,3.496
20,23,36,20.68,5.53,3.671
20,24,36,20.68,5.77,3.839
20,25,36,20.68,6.03,4.021
20,26,36,20.68,6.27,4.189
20,27,36,20.68,6.51,4.357
20,28,36,20.68,6.76,4.532
20,29,36,20.68,7.01,4.707
20,30,36,20.68,7.24,4.868
20,31,36,20.68,7.48,5.036
20,32,36,20.68,7.72,5.204
20,33,36,20.68,7.96,5.372
20,34,36,20.68,8.20,5.54
20,35,36,20.68,8.45,5.715
20,36,36,20.68,8.69,5.883
20,37,36,20.68,8.93,6.051
20,38,36,20.68,9.17,6.219
20,39,36,20.68,9.41,6.387
20,40,36,20.68,9.65,6.555
20,41,36,20.68,9.89,6.723
20,42,36,20.68,10.13,6.891
20,43,36,20.68,10.38,7.066
20,44,36,20.68,10.62,7.234
20,45,36,20.68,10.86,7.402
20,46,36,20.68,11.10,7.57
20,47,36,20.68,11.34,7.738
20,48,36,20.68,11.58,7.906
20,49,36,20.68,11.82,8.074
20,50,36,20.68,12.06,8.242
20,51,36,20.68,12.31,8.417
20,52,36,20.68,12.55,8.585
20,53,36,20.68,12.79,8.753
20,54,36,20.68,13.03,8.921
20,55,36,20.68,13.27,9.089
20,56,36,20.68,13.51,9.257
20,57,36,20.68,13.75,9.425
20,58,36,20.68,13.99,9.593
20,59,36,20.68,14.24,9.768
